"symbol","date","open","high","close","volume","adj","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Exchange"
"CHTR",2017-07-03,338.26,339.45,328.670013,793700,328.670013,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-05,329.23,335.24,335.109985,1341900,335.109985,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-06,334.01,335.52,332.179993,1251900,332.179993,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-07,332.08,334.43,332.429993,870500,332.429993,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-10,333.13,338.4,336.600006,1016000,336.600006,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-11,337.12,339.85,337.850006,953300,337.850006,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-12,340.79,344.83,342.649994,1071200,342.649994,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-13,343.07,343.23,339.040009,930200,339.040009,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-14,340.8,344.51,342.799988,1086000,342.799988,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-17,342.09,345.28,342.309998,967100,342.309998,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-18,340.98,345.42,344.630005,895200,344.630005,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-19,345.02,347.26,346.609985,1256300,346.609985,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-20,346.47,349.67,345.299988,1244800,345.299988,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-21,345.3,351.87,350.070007,1340200,350.070007,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-24,349.79,350.43,348.079987,1473700,348.079987,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-25,349.47,350.89,348,881700,348,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-26,348.8,351.68,348.769989,2265800,348.769989,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-27,354,370.96,366.899994,3552400,366.899994,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CHTR",2017-07-28,365.39,372.37,370.26001,1593700,370.26001,"Charter Communications, Inc.",370.26,"$99.06B",NA,"Consumer Services","Television Services","NASDAQ"
"CLSN",2017-07-03,2.04,2.04,2.02,67500,2.02,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-05,2.63,3,2.42,11631400,2.42,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-06,2,2,1.92,2330600,1.92,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-07,1.92,1.93,1.91,705900,1.91,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-10,1.95,1.95,1.92,391300,1.92,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-11,1.9,1.92,1.89,221600,1.89,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-12,1.92,1.92,1.89,293400,1.89,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-13,1.89,1.9,1.86,177700,1.86,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-14,1.86,1.88,1.82,277300,1.82,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-17,1.81,1.86,1.86,193000,1.86,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-18,1.84,1.9,1.88,113300,1.88,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-19,1.88,1.91,1.91,416100,1.91,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-20,1.93,2.06,1.92,1549900,1.92,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-21,1.89,1.9,1.85,344000,1.85,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-24,1.84,1.89,1.84,187800,1.84,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-25,1.87,1.89,1.82,176200,1.82,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-26,1.82,1.85,1.8,159900,1.8,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-27,1.81,1.82,1.72,264500,1.72,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CLSN",2017-07-28,1.7,1.74,1.69,216500,1.69,"Celsion Corporation",1.69,"$9.94M",NA,"Health Care","Major Pharmaceuticals","NASDAQ"
"CQP",2017-07-03,32.917,33.079,32.139999,167000,31.683922,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-05,32.43,32.461,31.790001,386600,31.33889,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-06,32.319,32.44,31.25,233500,30.806553,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-07,31.649,32.035,31.559999,147600,31.112154,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-10,31.852,32.166,31.620001,267700,31.171303,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-11,32.116,32.349,31.67,249200,31.220592,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-12,32.42,32.846,31.85,158200,31.398039,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-13,32.248,32.521,31.83,76400,31.378323,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-14,32.258,32.684,31.76,101000,31.309317,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-17,31.953,32.501,31.27,219700,30.826269,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-18,32.065,32.065,30.35,487900,29.919325,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-19,30.685,30.959,30.33,404900,29.899607,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-20,30.787,30.898,30.299999,553300,29.870033,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-21,30.919,31.396,30.860001,476700,30.422087,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-24,31.294,31.649,30.75,234000,30.313648,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-25,31.294,31.446,30.6,307300,30.165777,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-26,31.01,31.325,30.209999,148900,29.781309,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-27,30.675,30.716,29.950001,116000,29.525002,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"CQP",2017-07-28,29.44,29.62,29.52,117300,29.52,"Cheniere Energy Partners, LP",29.52,"$9.97B",2007,"Public Utilities","Oil/Gas Transmission","AMEX"
"DGRS",2017-07-03,33.47,33.68,33.509998,5100,33.460251,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-05,33.65,33.65,33.220001,4700,33.170685,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-06,33.109,33.299,33.040001,20900,32.990952,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-07,33.159,33.41,33.360001,8300,33.310474,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-10,33.259,33.46,33.189999,22600,33.140724,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-11,33.149,33.219,33.16,8200,33.110771,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-12,33.46,33.64,33.34,10700,33.290504,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-13,33.279,33.36,33.240002,7600,33.190655,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-14,33.38,33.53,33.389999,13200,33.340431,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-17,33.35,33.66,33.470001,14200,33.420311,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-18,33.55,33.55,33.34,119400,33.290504,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-19,33.42,33.77,33.689999,14300,33.639984,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-20,33.81,33.92,33.779999,21600,33.729851,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-21,33.86,33.86,33.68,17900,33.630001,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-24,33.58,33.61,33.610001,14100,33.610001,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-25,33.85,34.05,34.029999,13700,34.029999,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-26,33.95,33.95,33.68,138900,33.68,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-27,33.68,33.82,33.630001,18600,33.630001,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DGRS",2017-07-28,33.66,33.72,33.560001,4600,33.560001,"WisdomTree U.S. SmallCap Quality Dividend Growth Fund",33.555,"$98.99M",NA,NA,NA,"NASDAQ"
"DISCK",2017-07-03,25.38,26.03,25.51,860700,25.51,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-05,25.57,25.72,25.450001,1006500,25.450001,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-06,25.3,25.37,25.08,866500,25.08,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-07,25.15,25.27,25.15,630500,25.15,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-10,25.13,25.54,25.469999,929800,25.469999,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-11,25.48,25.54,25.48,1670800,25.48,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-12,25.72,25.72,25.49,927700,25.49,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-13,25.55,25.61,25.49,812000,25.49,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-14,25.63,25.67,25.549999,1540200,25.549999,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-17,25.56,25.72,25.559999,1571200,25.559999,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-18,25.5,25.53,25.360001,729100,25.360001,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-19,26.95,27.15,26.209999,1897100,26.209999,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-20,26.2,26.67,25.709999,2472400,25.709999,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-21,25.62,25.89,25.51,2669800,25.51,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-24,25.53,25.64,25.48,919200,25.48,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-25,25.5,25.63,25.07,2018900,25.07,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-26,25.06,25.8,25.540001,1689600,25.540001,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-27,25.05,25.62,25.139999,4313000,25.139999,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DISCK",2017-07-28,25.11,25.59,25.5,4531100,25.5,"Discovery Communications, Inc.",25.5,"$9.81B",NA,"Consumer Services","Television Services","NASDAQ"
"DOX",2017-07-03,64.55,65.01,64.330002,262700,64.330002,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-05,64.39,64.97,64.669998,528300,64.669998,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-06,64.57,64.58,63.919998,583900,63.919998,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-07,64,64.6,64.529999,343100,64.529999,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-10,64.52,64.88,64.449997,357800,64.449997,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-11,64.48,64.9,64.790001,415300,64.790001,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-12,64.95,65.45,65.199997,516500,65.199997,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-13,65.13,65.58,65.239998,394200,65.239998,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-14,65.51,65.83,64.989998,374400,64.989998,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-17,65.11,65.44,65.330002,445300,65.330002,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-18,65.43,65.43,65.129997,328000,65.129997,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-19,65.34,65.42,65.190002,449800,65.190002,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-20,65.17,65.57,65.470001,460200,65.470001,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-21,65.2,65.76,65.68,432000,65.68,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-24,65.75,66.13,66.010002,339000,66.010002,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-25,66,66.47,66.32,418600,66.32,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-26,66.52,67.48,67.349998,694900,67.349998,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-27,67.42,67.51,67.089996,833500,67.089996,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DOX",2017-07-28,66.92,67.24,67.089996,299700,67.089996,"Amdocs Limited",67.09,"$9.83B",NA,"Technology","EDP Services","NASDAQ"
"DXLG",2017-07-03,2.4,2.5,2.35,120600,2.35,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-05,2.35,2.4,2.25,289100,2.25,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-06,2.25,2.25,2,407200,2,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-07,2,2.05,2.05,264500,2.05,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-10,2.05,2.13,2,386800,2,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-11,2.05,2.05,1.95,266100,1.95,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-12,1.95,2,1.95,175900,1.95,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-13,1.95,2,2,140600,2,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-14,2,2.05,2,307000,2,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-17,2,2.05,2.05,160900,2.05,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-18,2,2.15,2.15,231900,2.15,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-19,2.15,2.15,2.05,151200,2.05,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-20,2.05,2.15,2,147800,2,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-21,2,2,1.9,234200,1.9,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-24,1.9,1.95,1.8,196500,1.8,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-25,1.84,1.88,1.75,420300,1.75,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-26,1.75,1.9,1.85,171100,1.85,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-27,1.85,2.15,2,282700,2,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"DXLG",2017-07-28,2,2.1,2,62800,2,"Destination XL Group, Inc.",2,"$98.53M",NA,"Consumer Services","Clothing/Shoe/Accessory Stores","NASDAQ"
"ECA",2017-07-03,8.86,9.02,8.98,3844200,8.98,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-05,8.86,8.9,8.58,8817300,8.58,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-06,8.69,8.77,8.52,8448800,8.52,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-07,8.46,8.49,8.39,5919300,8.39,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-10,8.32,8.81,8.76,8977800,8.76,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-11,8.75,8.91,8.87,8569200,8.87,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-12,9.05,9.4,9.15,19037000,9.15,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-13,9.17,9.26,9.24,8815200,9.24,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-14,9.32,9.52,9.45,11753900,9.45,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-17,9.48,9.54,9.36,9336900,9.36,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-18,9.52,9.56,9.5,14538100,9.5,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-19,9.52,9.99,9.94,17337400,9.94,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-20,10.03,10.09,9.67,11843900,9.67,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-21,10,10.07,9.83,30368200,9.83,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-24,9.94,10.07,9.95,12600900,9.95,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-25,10.09,10.48,10.35,14211800,10.35,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-26,10.49,10.74,10.02,24296200,10.02,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-27,10.07,10.3,10.29,18744600,10.29,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ECA",2017-07-28,10.31,10.45,10.16,15056800,10.16,"Encana Corporation",10.16,"$9.89B",NA,"Energy","Oil & Gas Production","NYSE"
"ETV",2017-07-03,15.38,15.42,15.29,97600,15.181136,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-05,15.38,15.48,15.33,146900,15.220851,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-06,15.42,15.43,15.25,151100,15.14142,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-07,15.369,15.41,15.26,128300,15.15135,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-10,15.38,15.47,15.33,90500,15.220851,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-11,15.45,15.551,15.4,240800,15.290352,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-12,15.541,15.611,15.47,131400,15.359855,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-13,15.561,15.641,15.43,174800,15.32014,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-14,15.601,15.631,15.5,119000,15.389641,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-17,15.571,15.631,15.46,138500,15.349926,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-18,15.591,15.732,15.61,174300,15.498857,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-19,15.742,15.742,15.59,172500,15.479,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-20,15.51,15.55,15.49,126300,15.49,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-21,15.45,15.49,15.47,94500,15.47,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-24,15.53,15.53,15.48,78000,15.48,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-25,15.5,15.5,15.46,156900,15.46,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
"ETV",2017-07-26,15.5,15.54,15.53,135500,15.53,"Eaton Vance Corporation",15.4,"$985.07M",2005,NA,NA,"NYSE"
